Cidade,Área,Quartos,Banheiros,Garagem,Andar,Animal,Mobília,Aluguel
São Paulo,44,1,1,1,19,acept,furnished,4156
São Paulo,242,5,3,2,-,acept,not furnished,4694
Belo Horizonte,300,8,3,1,-,acept,not furnished,4566
Campinas,58,1,2,1,10,not acept,not furnished,1650
São Paulo,191,4,3,3,13,not acept,not furnished,13620
São Paulo,120,3,1,4,-,acept,not furnished,3813
São Paulo,190,3,2,1,8,acept,furnished,6888
São Paulo,340,4,4,3,14,not acept,not furnished,11150
São Paulo,140,3,1,0,-,acept,not furnished,2908
Belo Horizonte,200,4,3,3,10,not acept,not furnished,7626
São Paulo,384,5,5,3,13,acept,not furnished,13340
São Paulo,120,4,3,3,16,acept,not furnished,8049
Porto Alegre,47,1,1,1,1,not acept,furnished,2633
São Paulo,140,3,3,2,2,acept,not furnished,4428
São Paulo,50,1,1,1,10,not acept,furnished,9694
Porto Alegre,80,2,2,0,3,acept,furnished,3141
São Paulo,320,3,3,4,-,acept,not furnished,10140
São Paulo,110,2,1,0,8,acept,not furnished,2501
São Paulo,30,1,1,1,8,not acept,furnished,4326
Belo Horizonte,55,2,1,1,2,not acept,not furnished,1533
Belo Horizonte,60,2,1,1,1,acept,furnished,1254
São Paulo,150,3,2,0,-,acept,not furnished,4085
São Paulo,69,2,2,1,21,acept,not furnished,4859
Rio de Janeiro,169,3,2,1,7,acept,not furnished,4343
São Paulo,147,3,2,0,9,not acept,furnished,5804
Porto Alegre,41,1,2,1,9,acept,not furnished,3308
Rio de Janeiro,110,3,1,2,7,acept,not furnished,6782
Belo Horizonte,98,3,2,1,2,not acept,not furnished,1860
Rio de Janeiro,78,2,1,1,8,acept,not furnished,2416
São Paulo,33,1,1,1,11,not acept,furnished,4370
São Paulo,35,1,1,0,7,acept,not furnished,1616
Porto Alegre,99,3,3,1,2,not acept,not furnished,3304
Belo Horizonte,32,1,1,0,9,not acept,not furnished,1414
Rio de Janeiro,120,3,1,1,-,acept,not furnished,1235
São Paulo,22,1,1,0,-,not acept,not furnished,884
Belo Horizonte,118,4,3,3,4,acept,not furnished,3780
São Paulo,208,3,4,3,1,acept,not furnished,6849
São Paulo,250,3,4,4,-,acept,not furnished,4902
Rio de Janeiro,95,3,2,1,6,acept,not furnished,2450
Rio de Janeiro,130,3,2,1,9,acept,not furnished,6117
Belo Horizonte,168,4,3,2,2,not acept,not furnished,2565
Porto Alegre,260,2,2,1,3,not acept,not furnished,2014
São Paulo,235,3,3,1,3,acept,not furnished,8376
Rio de Janeiro,31,1,1,0,5,acept,not furnished,1835
São Paulo,114,2,2,1,4,acept,not furnished,3431
São Paulo,266,4,5,4,7,acept,not furnished,15110
Belo Horizonte,27,1,1,0,2,not acept,not furnished,1517
São Paulo,156,3,4,3,8,acept,not furnished,6159
São Paulo,57,1,1,0,7,acept,furnished,6394
Belo Horizonte,40,1,1,1,13,acept,not furnished,3498
São Paulo,53,1,1,1,6,not acept,furnished,3545
Rio de Janeiro,35,1,1,0,5,acept,not furnished,1868
Rio de Janeiro,84,3,1,0,1,not acept,not furnished,4249
São Paulo,50,2,1,1,3,acept,not furnished,1768
São Paulo,200,3,2,4,-,acept,not furnished,4053
Rio de Janeiro,28,1,1,0,2,acept,not furnished,1821
São Paulo,58,1,1,1,2,acept,furnished,4670
Rio de Janeiro,150,3,2,3,2,acept,not furnished,2500
Campinas,66,2,2,1,2,not acept,furnished,2911
Belo Horizonte,140,4,3,2,3,acept,not furnished,3184
Belo Horizonte,64,2,2,1,11,acept,not furnished,1952
São Paulo,140,3,2,3,13,acept,furnished,9369
São Paulo,97,3,2,2,1,acept,not furnished,4072
Rio de Janeiro,130,4,3,0,2,acept,furnished,10920
Belo Horizonte,45,1,1,0,10,acept,not furnished,1219
Porto Alegre,99,3,2,0,3,acept,not furnished,2666
São Paulo,600,4,4,4,-,acept,not furnished,7903
Belo Horizonte,297,4,2,3,6,acept,not furnished,4094
São Paulo,234,3,4,4,14,acept,not furnished,6731
São Paulo,367,4,5,3,10,not acept,not furnished,12980
São Paulo,160,4,4,5,-,acept,not furnished,4568
São Paulo,85,3,1,1,-,acept,not furnished,1790
Belo Horizonte,115,3,3,3,4,acept,not furnished,4069
São Paulo,378,5,5,4,4,acept,not furnished,9039
São Paulo,248,3,4,4,9,acept,not furnished,9810
São Paulo,31,1,1,0,16,not acept,not furnished,1925
Rio de Janeiro,55,1,2,1,15,acept,furnished,3531
Belo Horizonte,66,3,1,2,3,acept,not furnished,1438
Porto Alegre,42,1,1,0,2,acept,not furnished,1495
Belo Horizonte,390,6,3,2,-,acept,not furnished,11600
Belo Horizonte,45,1,1,0,-,not acept,not furnished,939
São Paulo,480,4,6,3,-,acept,not furnished,10650
São Paulo,114,5,3,1,-,acept,not furnished,6133
São Paulo,500,4,6,4,-,acept,not furnished,15400
São Paulo,44,1,1,1,9,acept,furnished,4958
Campinas,77,3,1,2,3,acept,not furnished,2055
São Paulo,171,3,3,4,5,not acept,not furnished,12120
São Paulo,300,4,6,6,17,acept,not furnished,24890
Rio de Janeiro,80,3,2,0,1,not acept,not furnished,4065
Campinas,100,2,2,0,-,acept,not furnished,1926
São Paulo,127,2,3,1,-,acept,not furnished,3264
São Paulo,78,2,1,1,7,acept,not furnished,2706
Belo Horizonte,365,4,6,6,-,acept,not furnished,14160
São Paulo,65,2,2,2,19,not acept,not furnished,4452
São Paulo,200,4,5,3,3,acept,furnished,5997
São Paulo,452,4,6,4,13,acept,not furnished,15640
São Paulo,110,2,1,1,2,acept,not furnished,4173
Porto Alegre,233,4,6,4,-,acept,not furnished,14830
Porto Alegre,30,1,1,0,5,acept,not furnished,1389
São Paulo,285,4,5,4,6,acept,furnished,222100
Porto Alegre,63,2,1,2,6,acept,furnished,3583
São Paulo,108,2,2,1,9,acept,not furnished,7676
Belo Horizonte,240,4,3,4,3,acept,not furnished,10130
São Paulo,280,3,4,4,4,acept,not furnished,21690
Porto Alegre,47,1,1,1,1,not acept,furnished,2633
São Paulo,150,4,4,1,-,acept,furnished,5183
São Paulo,71,2,3,2,13,not acept,not furnished,4297
Rio de Janeiro,90,2,1,0,9,acept,not furnished,1713
Rio de Janeiro,55,2,2,1,13,acept,not furnished,1878
São Paulo,161,3,3,2,10,acept,not furnished,4703
São Paulo,248,3,4,3,2,acept,not furnished,11210
São Paulo,60,2,1,1,5,acept,not furnished,1846
São Paulo,429,5,4,6,-,acept,not furnished,15250
São Paulo,35,1,1,1,1,acept,not furnished,1020
Porto Alegre,47,1,1,1,1,not acept,furnished,2633
São Paulo,63,1,1,1,9,not acept,furnished,9063
Rio de Janeiro,103,4,3,0,-,acept,furnished,3075
São Paulo,76,2,2,0,1,acept,not furnished,6778
Belo Horizonte,75,3,2,1,3,acept,not furnished,2070
São Paulo,35,1,1,0,1,not acept,not furnished,1572
Porto Alegre,127,3,3,0,5,acept,not furnished,2646
Rio de Janeiro,57,2,1,0,7,acept,not furnished,2004
São Paulo,68,2,2,1,6,acept,not furnished,3579
Porto Alegre,50,2,1,0,13,acept,not furnished,1517
São Paulo,280,5,5,4,13,acept,not furnished,14390
São Paulo,150,3,2,2,2,acept,not furnished,3591
Rio de Janeiro,290,4,3,1,6,acept,not furnished,10050
Porto Alegre,75,2,2,1,5,acept,not furnished,2225
Porto Alegre,243,3,5,1,2,acept,not furnished,8093
Belo Horizonte,135,4,2,2,4,acept,not furnished,4114
Campinas,146,2,1,1,8,acept,not furnished,2499
São Paulo,185,2,3,3,8,acept,not furnished,9004
São Paulo,50,2,1,1,1,acept,not furnished,1810
São Paulo,40,1,1,0,-,not acept,furnished,932
Belo Horizonte,308,2,3,3,-,acept,not furnished,2204
São Paulo,23,1,1,1,26,acept,not furnished,2909
São Paulo,100,2,1,0,-,not acept,not furnished,5201
Rio de Janeiro,72,2,1,1,3,acept,not furnished,1126
Campinas,92,3,2,3,1,acept,furnished,3309
Porto Alegre,75,2,1,1,7,acept,not furnished,1602
São Paulo,60,2,2,2,2,acept,not furnished,2889
São Paulo,70,1,2,2,3,acept,furnished,5850
Porto Alegre,60,2,1,1,-,acept,not furnished,550
São Paulo,80,2,1,1,1,acept,not furnished,25180
Porto Alegre,55,2,1,0,1,acept,not furnished,1504
São Paulo,52,1,1,1,7,acept,not furnished,2585
São Paulo,220,3,4,4,13,acept,not furnished,8012
São Paulo,89,3,3,2,8,not acept,not furnished,4964
São Paulo,80,3,5,2,4,not acept,not furnished,16610
Belo Horizonte,70,3,2,1,1,acept,not furnished,1410
São Paulo,55,1,1,0,13,acept,not furnished,1592
Rio de Janeiro,72,1,2,1,6,acept,not furnished,2606
Campinas,128,3,3,2,1,acept,not furnished,4602
São Paulo,240,3,4,3,9,acept,not furnished,8799
São Paulo,92,2,1,1,7,not acept,furnished,4691
São Paulo,230,4,3,1,2,not acept,not furnished,6510
São Paulo,325,4,5,4,1,acept,furnished,22350
Porto Alegre,50,1,1,0,6,acept,not furnished,1232
São Paulo,42,1,1,1,11,not acept,furnished,4074
Porto Alegre,215,6,6,6,-,acept,not furnished,5198
São Paulo,260,4,5,5,3,acept,not furnished,17010
São Paulo,138,3,2,1,7,not acept,not furnished,9935
São Paulo,63,2,2,2,10,not acept,furnished,2833
Campinas,92,3,4,2,1,acept,not furnished,3176
Rio de Janeiro,100,2,2,1,4,acept,not furnished,2481
Porto Alegre,58,2,2,2,12,acept,not furnished,3038
São Paulo,420,4,6,4,-,acept,not furnished,7315
São Paulo,45,1,1,0,-,not acept,not furnished,999
São Paulo,455,3,2,4,-,acept,not furnished,13000
São Paulo,125,3,3,1,9,acept,not furnished,2725
São Paulo,255,4,4,0,15,acept,furnished,8016
São Paulo,750,4,4,6,-,acept,not furnished,17310
Belo Horizonte,75,2,1,2,-,acept,not furnished,1588
São Paulo,250,3,3,2,8,acept,not furnished,4432
São Paulo,50,1,1,0,-,not acept,not furnished,1219
Campinas,55,1,1,1,10,acept,not furnished,1360
Porto Alegre,180,4,1,1,-,acept,not furnished,4936
Campinas,83,2,1,1,1,not acept,not furnished,1413
Porto Alegre,125,4,2,0,7,acept,not furnished,2802
São Paulo,44,1,1,0,4,acept,not furnished,3591
Belo Horizonte,360,5,6,4,-,acept,furnished,12530
Rio de Janeiro,120,3,2,2,1,acept,not furnished,7503
Belo Horizonte,70,1,1,0,1,acept,not furnished,1450
Porto Alegre,30,1,1,0,2,acept,furnished,1611
São Paulo,45,1,1,0,2,not acept,not furnished,1487
Rio de Janeiro,70,2,2,1,3,acept,not furnished,1551
São Paulo,78,2,1,0,1,acept,not furnished,1820
São Paulo,140,3,3,3,2,acept,not furnished,6669
São Paulo,138,3,3,2,-,acept,not furnished,2882
Belo Horizonte,300,5,4,3,-,acept,not furnished,15660
Rio de Janeiro,87,2,2,1,8,not acept,furnished,3021
Belo Horizonte,70,3,1,0,3,not acept,not furnished,1595
Campinas,280,4,3,4,-,acept,not furnished,5795
São Paulo,96,1,2,1,10,acept,furnished,6306
Belo Horizonte,60,3,2,1,10,acept,not furnished,1602
Porto Alegre,90,3,1,1,6,acept,not furnished,2246
São Paulo,170,3,2,2,-,acept,not furnished,4573
São Paulo,300,3,3,5,-,acept,not furnished,6316
São Paulo,277,4,4,6,5,acept,not furnished,9996
São Paulo,260,5,4,4,12,acept,not furnished,15940
São Paulo,64,2,2,2,7,acept,not furnished,4366
Porto Alegre,38,1,1,0,15,acept,not furnished,1567
Campinas,50,1,1,1,10,not acept,not furnished,2352
São Paulo,36,1,1,1,8,acept,not furnished,2311
São Paulo,46,1,1,1,8,not acept,furnished,8715
São Paulo,66,1,1,1,10,not acept,furnished,4372
São Paulo,90,3,2,3,1,acept,not furnished,2739
Rio de Janeiro,80,2,1,1,10,not acept,not furnished,2635
São Paulo,96,2,1,1,8,not acept,not furnished,3486
São Paulo,286,4,4,5,-,acept,not furnished,12090
São Paulo,60,2,2,1,4,acept,furnished,5208
São Paulo,71,1,1,0,1,acept,not furnished,2166
São Paulo,54,1,1,1,1,not acept,furnished,8592
Rio de Janeiro,185,4,3,3,10,acept,not furnished,16570
Campinas,50,2,1,1,7,acept,not furnished,1276
São Paulo,190,3,3,3,4,not acept,furnished,7731
São Paulo,120,3,4,1,-,not acept,not furnished,4065
Belo Horizonte,100,7,2,1,-,acept,not furnished,2874
Campinas,47,1,1,0,1,acept,furnished,951
Porto Alegre,450,5,3,6,-,acept,not furnished,4939
São Paulo,38,1,1,0,1,not acept,not furnished,1023
Rio de Janeiro,80,2,2,0,3,acept,not furnished,1742
Campinas,80,2,2,2,11,acept,not furnished,3231
São Paulo,60,2,2,1,11,acept,furnished,7957
Porto Alegre,31,1,1,0,4,acept,not furnished,873
São Paulo,25,1,1,0,7,not acept,not furnished,2446
Rio de Janeiro,58,2,1,1,10,acept,not furnished,1482
Campinas,70,2,1,1,-,not acept,not furnished,1515
São Paulo,230,2,3,1,1,acept,furnished,15600
São Paulo,80,2,1,0,4,not acept,not furnished,2200
Rio de Janeiro,100,2,2,1,21,not acept,not furnished,3269
São Paulo,200,3,3,1,11,not acept,not furnished,7883
Belo Horizonte,62,2,1,1,2,acept,not furnished,1248
São Paulo,85,2,2,0,17,acept,furnished,6853
São Paulo,55,2,2,1,2,acept,not furnished,1984
São Paulo,280,3,4,2,-,acept,furnished,16790
São Paulo,50,2,1,1,4,acept,not furnished,1766
São Paulo,40,1,1,0,11,not acept,not furnished,3888
São Paulo,360,3,5,6,17,acept,not furnished,15420
São Paulo,20,1,1,0,1,acept,furnished,2555
Rio de Janeiro,100,3,2,0,3,not acept,furnished,4447
Belo Horizonte,80,2,2,1,-,not acept,not furnished,1780
Rio de Janeiro,50,1,1,0,1,acept,furnished,1010
Porto Alegre,117,3,2,1,1,acept,not furnished,4373
São Paulo,80,3,2,1,1,not acept,not furnished,2116
São Paulo,340,3,4,3,-,acept,furnished,10340
São Paulo,800,7,7,8,-,acept,not furnished,12140
São Paulo,145,2,3,2,16,acept,furnished,12710
São Paulo,37,1,1,1,3,not acept,furnished,3840
São Paulo,107,2,2,2,18,acept,furnished,15180
Rio de Janeiro,85,2,2,1,1,acept,not furnished,3208
São Paulo,36,1,1,2,11,not acept,furnished,3708
Rio de Janeiro,600,7,6,1,12,not acept,furnished,17660
Rio de Janeiro,150,3,2,1,10,acept,not furnished,2957
São Paulo,50,2,1,1,2,not acept,not furnished,1815
Porto Alegre,48,2,1,0,4,acept,not furnished,1308
São Paulo,335,3,4,4,-,acept,furnished,6944
São Paulo,300,5,6,6,-,acept,not furnished,11730
Belo Horizonte,70,3,2,1,3,acept,not furnished,1535
São Paulo,189,3,3,1,12,acept,not furnished,8388
Porto Alegre,600,5,7,5,-,acept,not furnished,7959
São Paulo,45,1,1,0,-,not acept,not furnished,1178
São Paulo,70,1,1,1,8,not acept,furnished,4150
Belo Horizonte,157,4,3,3,3,acept,furnished,10950
São Paulo,144,4,2,2,6,acept,not furnished,7348
São Paulo,60,1,1,0,-,acept,not furnished,1050
Rio de Janeiro,40,1,1,0,3,acept,not furnished,1989
Porto Alegre,750,5,3,6,-,not acept,furnished,8168
São Paulo,178,3,2,1,-,acept,furnished,3683
Porto Alegre,67,1,1,1,3,acept,not furnished,1228
Campinas,100,3,1,1,7,acept,not furnished,2197
Rio de Janeiro,70,2,2,0,5,not acept,not furnished,2551
São Paulo,300,4,5,6,-,acept,furnished,17030
Rio de Janeiro,95,2,2,1,11,acept,not furnished,32180
Campinas,295,7,6,4,-,not acept,furnished,6628
São Paulo,60,2,1,1,8,acept,not furnished,1882
São Paulo,389,4,5,6,4,acept,not furnished,14440
São Paulo,250,3,3,4,-,acept,furnished,7157
Campinas,23,1,1,0,-,not acept,furnished,1003
São Paulo,300,6,8,3,-,acept,not furnished,12980
São Paulo,120,3,3,2,6,acept,not furnished,5378
Belo Horizonte,202,3,2,2,-,not acept,not furnished,3222
São Paulo,350,4,3,4,-,acept,not furnished,6834
Belo Horizonte,134,4,2,3,1,not acept,not furnished,4003
São Paulo,177,3,3,3,4,not acept,not furnished,14360
Porto Alegre,38,1,1,0,1,not acept,furnished,1958
São Paulo,300,5,4,5,-,acept,not furnished,8688
São Paulo,202,3,4,3,8,acept,furnished,13710
São Paulo,305,3,6,3,8,acept,furnished,14940
São Paulo,38,1,1,0,5,acept,not furnished,2490
São Paulo,90,3,2,2,1,acept,not furnished,4899
Belo Horizonte,345,3,3,0,-,not acept,furnished,3708
Porto Alegre,400,3,4,4,-,acept,furnished,16310
Rio de Janeiro,180,3,3,1,4,acept,furnished,9001
São Paulo,900,5,5,5,-,not acept,not furnished,18560
São Paulo,92,3,2,2,11,acept,not furnished,2690
São Paulo,100,2,4,0,1,acept,not furnished,3039
Rio de Janeiro,26,1,1,0,7,acept,furnished,2234
Belo Horizonte,54,2,1,1,1,acept,not furnished,969
São Paulo,180,4,4,2,10,acept,not furnished,7977
São Paulo,100,6,7,5,-,acept,not furnished,12990
Rio de Janeiro,80,2,1,1,5,acept,not furnished,3740
Belo Horizonte,102,3,2,2,6,acept,not furnished,2265
São Paulo,63,2,2,1,16,acept,not furnished,2667
Campinas,70,3,1,1,1,acept,not furnished,1331
Rio de Janeiro,103,3,2,0,1,acept,not furnished,4491
Porto Alegre,44,1,1,1,2,acept,furnished,1789
São Paulo,70,2,1,1,1,acept,not furnished,1428
São Paulo,420,4,5,0,-,acept,not furnished,8038
São Paulo,150,3,4,3,10,acept,not furnished,4597
Porto Alegre,71,2,1,0,1,acept,not furnished,1335
São Paulo,125,3,3,1,6,acept,furnished,7417
São Paulo,225,4,5,4,22,acept,furnished,12310
São Paulo,168,4,2,2,-,acept,not furnished,3277
São Paulo,86,2,1,1,5,acept,not furnished,3527
São Paulo,160,3,4,2,-,acept,not furnished,4574
São Paulo,380,4,5,4,4,acept,not furnished,14770
Rio de Janeiro,135,4,2,2,13,acept,furnished,8340
Porto Alegre,180,3,3,2,3,acept,not furnished,3390
São Paulo,45,1,1,1,-,not acept,not furnished,1603
São Paulo,999,4,5,6,-,acept,not furnished,20230
Porto Alegre,42,1,1,0,6,not acept,not furnished,1204
São Paulo,260,2,4,4,14,acept,not furnished,8344
Belo Horizonte,55,2,1,1,1,acept,not furnished,1549
São Paulo,75,3,1,1,2,acept,furnished,2780
São Paulo,160,3,3,1,1,acept,not furnished,7808
Porto Alegre,40,1,1,0,3,not acept,furnished,2030
São Paulo,245,3,4,3,10,acept,not furnished,18000
São Paulo,63,2,2,1,11,not acept,not furnished,3438
Campinas,270,4,4,8,-,acept,not furnished,3393
Rio de Janeiro,87,2,1,1,2,acept,not furnished,4092
São Paulo,36,1,1,1,4,acept,furnished,2854
São Paulo,68,1,1,1,12,acept,furnished,10900
São Paulo,70,2,2,1,-,acept,not furnished,1777
Rio de Janeiro,200,4,3,2,2,acept,not furnished,10760
Rio de Janeiro,590,6,6,2,-,acept,furnished,9847
São Paulo,151,3,3,3,13,acept,not furnished,6243
Campinas,125,2,1,0,4,acept,not furnished,1759
São Paulo,120,3,4,2,15,not acept,not furnished,6637
São Paulo,40,1,1,0,-,acept,not furnished,640
São Paulo,80,2,2,0,-,not acept,not furnished,1284
São Paulo,175,3,5,3,15,acept,not furnished,11370
Belo Horizonte,37,1,1,1,7,not acept,not furnished,2452
São Paulo,43,1,1,0,5,acept,furnished,2104
Porto Alegre,91,2,1,0,2,acept,not furnished,1755
São Paulo,78,3,2,2,1,acept,not furnished,2570
Rio de Janeiro,125,2,4,1,2,not acept,not furnished,10080
São Paulo,55,1,1,1,4,not acept,furnished,4053
São Paulo,186,4,5,4,11,acept,not furnished,7182
São Paulo,70,3,1,1,8,acept,not furnished,1637
São Paulo,73,3,1,1,4,acept,furnished,5257
Belo Horizonte,53,2,1,0,6,acept,not furnished,1564
São Paulo,182,3,2,1,6,acept,not furnished,11390
Belo Horizonte,500,5,4,4,-,acept,not furnished,7600
São Paulo,52,2,1,1,2,acept,not furnished,4182
Belo Horizonte,120,3,2,2,2,acept,not furnished,2068
Rio de Janeiro,90,2,2,1,3,acept,not furnished,1833
São Paulo,350,4,4,0,-,acept,not furnished,9110
Porto Alegre,147,2,3,2,2,acept,furnished,8491
Campinas,50,1,1,1,7,not acept,furnished,3365
São Paulo,218,3,3,3,17,not acept,not furnished,7126
São Paulo,70,2,1,0,24,not acept,furnished,3741
São Paulo,530,4,4,4,4,not acept,not furnished,10560
São Paulo,400,4,4,4,-,acept,furnished,11060
Rio de Janeiro,30,1,1,0,-,not acept,not furnished,1412
São Paulo,200,3,3,2,8,acept,not furnished,15490
São Paulo,100,2,3,1,-,not acept,not furnished,1640
Rio de Janeiro,90,2,2,1,4,acept,not furnished,2146
Belo Horizonte,80,2,3,2,6,acept,not furnished,4634
São Paulo,142,3,4,3,2,acept,not furnished,7777
São Paulo,68,1,1,0,3,acept,not furnished,2020
São Paulo,18,1,1,0,-,acept,not furnished,1742
São Paulo,290,4,5,2,6,acept,not furnished,15300
Rio de Janeiro,68,2,2,0,1,acept,not furnished,2797
São Paulo,189,4,3,3,14,acept,not furnished,9594
Rio de Janeiro,90,2,2,0,10,acept,furnished,5701
São Paulo,260,4,5,5,3,acept,furnished,15190
Rio de Janeiro,65,1,1,0,4,acept,not furnished,2609
Rio de Janeiro,85,2,1,0,9,acept,furnished,8356
São Paulo,40,1,2,1,28,not acept,furnished,6507
Rio de Janeiro,65,1,1,0,2,acept,not furnished,2204
Porto Alegre,64,2,2,2,5,acept,not furnished,2794
Rio de Janeiro,155,4,3,1,3,not acept,furnished,10510
São Paulo,215,3,4,2,-,acept,not furnished,5394
Porto Alegre,350,3,4,4,-,not acept,not furnished,3730
São Paulo,45,2,2,0,-,not acept,not furnished,1739
Belo Horizonte,66,2,1,1,1,acept,not furnished,910
Campinas,60,3,2,0,2,acept,not furnished,2830
São Paulo,42,1,1,1,14,acept,furnished,4129
São Paulo,42,1,1,0,3,acept,not furnished,1518
Belo Horizonte,260,4,2,2,-,acept,not furnished,2792
São Paulo,28,1,1,1,4,not acept,furnished,3732
São Paulo,108,2,4,2,7,acept,not furnished,6369
São Paulo,250,4,3,2,-,acept,furnished,4678
São Paulo,262,3,5,3,4,acept,not furnished,8726
Rio de Janeiro,83,2,1,1,8,acept,furnished,3036
Porto Alegre,42,2,1,0,-,acept,not furnished,889
São Paulo,167,3,4,3,6,not acept,not furnished,11530
Porto Alegre,30,1,1,0,16,not acept,furnished,1787
São Paulo,40,1,1,0,-,not acept,not furnished,1089
São Paulo,130,3,2,1,8,not acept,furnished,9213
Rio de Janeiro,35,1,1,0,10,not acept,not furnished,1794
Rio de Janeiro,52,1,1,0,3,acept,furnished,4111
Porto Alegre,44,1,1,1,7,acept,not furnished,1934
São Paulo,166,2,1,5,-,acept,furnished,2434
Rio de Janeiro,100,4,4,1,-,acept,furnished,5757
Belo Horizonte,95,3,4,1,9,acept,not furnished,4251
Belo Horizonte,120,4,4,2,6,acept,not furnished,4633
Porto Alegre,55,1,1,1,2,acept,not furnished,1365
Belo Horizonte,50,1,1,2,-,acept,not furnished,1384
Porto Alegre,68,1,2,1,4,acept,furnished,3154
São Paulo,40,1,1,1,1,not acept,furnished,2881
Porto Alegre,40,1,1,1,2,acept,furnished,1845
São Paulo,60,2,2,1,1,acept,not furnished,2484
São Paulo,120,3,2,2,8,acept,not furnished,5029
São Paulo,110,3,2,3,-,acept,not furnished,3040
São Paulo,140,3,3,2,-,acept,not furnished,2335
Belo Horizonte,130,3,2,2,4,acept,not furnished,3420
São Paulo,88,2,2,3,20,acept,furnished,7021
São Paulo,210,4,4,4,5,acept,not furnished,17590
São Paulo,58,1,1,1,17,acept,not furnished,2320
Campinas,268,3,4,4,-,acept,not furnished,4852
São Paulo,360,4,5,0,1,acept,not furnished,12490
Rio de Janeiro,90,2,2,0,5,acept,not furnished,5798
Porto Alegre,87,2,1,0,4,acept,furnished,2758
São Paulo,274,2,3,4,-,acept,not furnished,3369
Rio de Janeiro,77,2,2,2,2,acept,not furnished,5595
Campinas,55,2,1,1,10,acept,not furnished,1336
Belo Horizonte,160,4,6,3,7,not acept,not furnished,7395
Rio de Janeiro,120,2,2,0,1,acept,furnished,6401
Campinas,250,1,2,2,-,acept,not furnished,2836
São Paulo,30,1,1,0,2,acept,not furnished,1995
São Paulo,150,3,4,3,18,not acept,furnished,10380
São Paulo,80,2,2,0,2,acept,not furnished,1985
São Paulo,76,3,1,2,2,acept,furnished,3479
São Paulo,140,3,2,0,8,acept,furnished,4697
São Paulo,35,1,1,1,3,not acept,furnished,4271
Belo Horizonte,150,4,1,3,1,acept,not furnished,2338
São Paulo,200,4,4,3,6,not acept,not furnished,11520
Rio de Janeiro,289,3,2,1,6,acept,not furnished,8732
São Paulo,300,3,3,8,-,acept,not furnished,5869
São Paulo,200,3,4,3,6,acept,furnished,8123
Campinas,55,2,1,1,2,acept,not furnished,1256
São Paulo,220,4,4,2,10,acept,not furnished,6293
São Paulo,98,2,2,0,8,acept,not furnished,5158
São Paulo,230,3,4,4,6,acept,not furnished,7164
São Paulo,30,1,1,0,7,not acept,not furnished,1952
Belo Horizonte,65,2,1,1,3,acept,not furnished,1765
São Paulo,500,4,4,3,-,acept,not furnished,9136
São Paulo,82,3,2,2,8,acept,not furnished,2482
São Paulo,25,1,1,0,5,acept,not furnished,2406
São Paulo,450,4,4,3,-,acept,not furnished,12550
Rio de Janeiro,180,3,3,1,2,acept,not furnished,5407
São Paulo,48,2,1,1,3,acept,not furnished,1952
Campinas,100,2,2,1,11,acept,not furnished,2026
São Paulo,102,3,2,2,5,acept,not furnished,5754
Belo Horizonte,430,4,5,3,-,acept,not furnished,6099
Rio de Janeiro,98,3,2,0,13,acept,not furnished,4713
Belo Horizonte,85,3,2,2,2,not acept,not furnished,2134
Campinas,93,3,2,2,4,acept,not furnished,3980
São Paulo,32,1,1,1,13,not acept,furnished,4226
Rio de Janeiro,160,3,2,1,2,acept,not furnished,6469
Rio de Janeiro,180,3,2,1,2,acept,not furnished,7239
São Paulo,213,4,3,5,-,acept,not furnished,4257
São Paulo,78,2,2,1,1,acept,not furnished,3168
São Paulo,210,4,3,3,11,acept,not furnished,6051
São Paulo,40,1,1,1,10,not acept,furnished,6376
São Paulo,150,3,3,3,19,acept,furnished,5376
Belo Horizonte,78,2,3,2,3,acept,not furnished,3150
São Paulo,188,3,4,3,1,acept,not furnished,8411
São Paulo,820,4,6,6,-,acept,not furnished,15150
Porto Alegre,90,3,2,1,12,acept,not furnished,2081
São Paulo,200,6,4,2,-,acept,not furnished,10400
São Paulo,98,1,2,2,4,not acept,furnished,10840
Porto Alegre,82,3,1,2,3,acept,not furnished,1242
São Paulo,30,1,1,1,16,not acept,furnished,4076
São Paulo,370,4,5,5,17,acept,furnished,11860
São Paulo,296,3,4,4,2,acept,not furnished,10840
Belo Horizonte,75,3,2,1,4,acept,not furnished,2195
São Paulo,40,1,1,1,-,acept,not furnished,1219
São Paulo,105,3,3,2,4,not acept,not furnished,4552
São Paulo,100,4,3,0,4,acept,furnished,5570
Belo Horizonte,32,1,1,1,9,acept,not furnished,1849
São Paulo,90,3,2,1,13,not acept,not furnished,3961
Campinas,48,1,1,1,6,not acept,not furnished,1311
Campinas,55,1,1,0,7,acept,not furnished,1746
São Paulo,160,4,3,2,-,acept,not furnished,4108
São Paulo,74,2,1,0,-,not acept,not furnished,1344
Rio de Janeiro,108,3,2,1,3,acept,furnished,6860
São Paulo,500,3,4,7,-,not acept,not furnished,10500
São Paulo,52,2,1,0,7,acept,not furnished,1897
São Paulo,378,4,4,8,-,acept,furnished,11490
São Paulo,350,2,4,8,-,not acept,not furnished,3800
Rio de Janeiro,320,3,2,0,5,not acept,not furnished,8670
São Paulo,100,3,3,3,1,acept,not furnished,4759
São Paulo,320,4,5,5,-,acept,not furnished,12450
Belo Horizonte,115,3,2,1,2,not acept,not furnished,2674
